,index,src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app,predict_score_temdroid
3766,4250,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a55b2-a53b2,0.27304992
3767,4251,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.3746636
3768,4252,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.09427881
3769,4253,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.4535403
3770,4254,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.05623864
3771,4255,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.030106379
3772,4256,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.016152844
3773,4257,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,1,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a55b2-a53b2,0.27304992
3774,4258,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,2,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,correct,main activity,split,a55b2-a53b2,0.8002456
3775,4259,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,main activity,bill,a55b2-a53b2,0.00447807
3776,4260,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.00708183
3777,4261,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.039069913
3778,4262,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,-0.05749512
3779,4263,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,-0.10171782
3780,4264,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a55b2-a53b2,0.06276282
3781,4265,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.15294391
3782,4266,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.15187567
3783,4267,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a55b2-a53b2,0.8002457
3784,4268,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.3157809
3785,4269,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.05201988
3786,4270,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.12213227
3787,4271,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.039989013
3788,4272,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.013484594
3789,4273,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.047265418
3790,4274,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,tip,a55b2-a53b2,0.06276282
3791,4275,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,3,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2-a53b2,1
3792,4276,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,main activity,bill,a55b2-a53b2,-0.073520586
3793,4277,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.10463164
3794,4278,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.08983109
3795,4279,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.3797582
3796,4280,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.3034588
3797,4281,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,content main,tip,Tip (%),,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.19351782
3798,4282,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a55b2-a53b2,0.39119834
3799,4283,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.3184744
3800,4284,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.3242437
3801,4285,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,content main,split,Split,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.15823172
3802,4286,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a55b2-a53b2,0.23549187
3803,4287,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.20479351
3804,4288,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.3090639
3805,4289,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.01182457
3806,4290,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.04500686
3807,4291,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.043313146
3808,4292,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,tip,a55b2-a53b2,0.39119834
3809,4293,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,1,content main,test ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.10025132
3810,4294,3,bt calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a55b2,1,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a55b2-a53b2,0.23549187
3811,4295,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a55b2-a54b2,0.97190714
3812,4296,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,drawer layout,tip calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,calculator,,a55b2-a54b2,0.015180551
3813,4297,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,drawer layout,,drawer open,,android.widget.ImageButton,clickable,drawer open,,,,,,wrong,calculator,,a55b2-a54b2,0.04354828
3814,4298,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,total bill amount tv,,totalBillAmountTV Total,,android.widget.TextView,label,,,,,,Total Total,wrong,calculator,,a55b2-a54b2,0.106584035
3815,4299,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,total tip tv,,totalTipTV,,android.widget.TextView,label,,,,,,,wrong,calculator,,a55b2-a54b2,0.029397627
3816,4300,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,per person bill tv,,perPersonBillTV Each,,android.widget.TextView,label,,,,,,Each Each,wrong,calculator,,a55b2-a54b2,0.05441951
3817,4301,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,per person tip tv,,perPersonTipTV,,android.widget.TextView,label,,,,,,,wrong,calculator,,a55b2-a54b2,0.01253792
3818,4302,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,wrong,calculator,,a55b2-a54b2,-0.032904197
3819,4303,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,wrong,calculator,,a55b2-a54b2,0.41651213
3820,4304,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,reset btn,reset,Reset,,android.widget.Button,clickable,,,,,,,wrong,calculator,,a55b2-a54b2,-0.016245708
3821,4305,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,calculator,,a55b2-a54b2,0.06033414
3822,4306,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a55b2-a54b2,0.90138185
3823,4307,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,calculator,,a55b2-a54b2,0.098423615
3824,4308,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,drawer layout,tip calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,calculator,,a55b2-a54b2,-0.002324608
3825,4309,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,drawer layout,,drawer open,,android.widget.ImageButton,clickable,drawer open,,,,,,wrong,calculator,,a55b2-a54b2,-0.026952386
3826,4310,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,total bill amount tv,,totalBillAmountTV Total,,android.widget.TextView,label,,,,,,Total Total,wrong,calculator,,a55b2-a54b2,0.026244668
3827,4311,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,total tip tv,,totalTipTV,,android.widget.TextView,label,,,,,,,wrong,calculator,,a55b2-a54b2,0.021676965
3828,4312,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,per person bill tv,,perPersonBillTV Each,,android.widget.TextView,label,,,,,,Each Each,wrong,calculator,,a55b2-a54b2,-0.042010393
3829,4313,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,per person tip tv,,perPersonTipTV,,android.widget.TextView,label,,,,,,,wrong,calculator,,a55b2-a54b2,0.018138496
3830,4314,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,wrong,calculator,,a55b2-a54b2,0.607468
3831,4315,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,reset btn,reset,Reset,,android.widget.Button,clickable,,,,,,,wrong,calculator,,a55b2-a54b2,0.061249897
3832,4316,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,calculator,,a55b2-a54b2,0.088641584
3833,4317,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a55b2-a54b2,0.32375312
3834,4318,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,calculator,,a55b2-a54b2,0.004454704
3835,4319,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,drawer layout,tip calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,calculator,,a55b2-a54b2,-0.017186683
3836,4320,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,drawer layout,,drawer open,,android.widget.ImageButton,clickable,drawer open,,,,,,wrong,calculator,,a55b2-a54b2,0.006734225
